"2022-12-10","11:16:12","100001210015","Strawberry Deluxe Surprise","MAIN","1","DINE-IN"
"2022-12-10","11:16:12","100001210015","Mango Slurpee","DRINK","2","DINE-IN"
"2022-12-10","11:18:09","100001210016","Chocolate Overload","MAIN","2","TAKE-AWAY"
"2022-12-10","11:40:33","100001210017","Strawberry Deluxe Surprise","MAIN","1","TAKE-AWAY"
"2022-12-10","12:00:02","100001210018","Chocolate Cat And Mouse","MAIN","1","TAKE-AWAY"
"2022-12-10","12:06:42","100001210019","Strawberry Deluxe Surprise","MAIN","1","TAKE-AWAY"
"2022-12-10","12:21:48","100001210020","Strawberry Deluxe Surprise","MAIN","1","TAKE-AWAY"
"2022-12-10","12:21:48","100001210020","Passionfruit Excitement","MAIN","1","TAKE-AWAY"
"2022-12-10","12:21:48","100001210020","Mixed Fruit Cheesecake","SIDE","4","TAKE-AWAY"
"2022-12-10","12:21:48","100001210020","Hot Six","MAIN","1","TAKE-AWAY"
"2022-12-10","12:25:01","100001210021","Chocolate Overload","MAIN","1","DINE-IN"
"2022-12-10","12:25:01","100001210021","Over-the-top Meltdown","MAIN","1","DINE-IN"
"2022-12-10","12:25:01","100001210021","Chocolate Overload","MAIN","1","DINE-IN"
"2022-12-10","12:25:01","100001210021","Fruit Fritters","SIDE","1","DINE-IN"
"2022-12-10","12:25:01","100001210021","Banana Sandwich Special","MAIN","1","DINE-IN"
"2022-12-10","12:25:01","100001210021","Sugar Rush Tower","MAIN","1","DINE-IN"
"2022-12-10","12:25:01","100001210021","Blueberry Muffin","SIDE","6","DINE-IN"
"2022-12-10","12:25:01","100001210021","Ice Green Tea","DRINK","3","DINE-IN"
"2022-12-10","12:25:01","100001210021","Orange Juice","DRINK","3","DINE-IN"
"2022-12-10","12:53:22","100001210022","Cream Cake","SIDE","1","TAKE-AWAY"
"2022-12-10","13:32:18","100001210023","Cream Cake","SIDE","1","TAKE-AWAY"
"2022-12-10","13:43:43","100001210024","Cream Cake","SIDE","2","DINE-IN"
"2022-12-10","13:43:43","100001210024","Ice Lychee Tea","DRINK","1","DINE-IN"
"2022-12-10","13:43:43","100001210024","Ice Green Tea","DRINK","1","DINE-IN"
"2022-12-10","14:11:55","100001210025","Blueberry Muffin","SIDE","2","DINE-IN"
"2022-12-10","14:11:55","100001210025","Ice Lychee Tea","DRINK","1","DINE-IN"
"2022-12-10","14:11:55","100001210025","Ice Lemon Tea","DRINK","1","DINE-IN"
"2022-12-10","14:11:55","100001210025","Chocolate Overload","MAIN","2","DINE-IN"
"2022-12-10","14:11:55","100001210025","Passionfruit Excitement","MAIN","1","DINE-IN"
"2022-12-10","14:11:55","100001210025","Hot Six","MAIN","1","DINE-IN"
"2022-12-10","15:03:42","100001210026","Cream Cake","SIDE","1","TAKE-AWAY"
"2022-12-10","15:21:02","100001210027","Strawberry Deluxe Surprise","MAIN","1","TAKE-AWAY"
"2022-12-10","16:16:08","100001210028","Mixed Fruit Cheesecake","SIDE","1","TAKE-AWAY"
"2022-12-10","17:09:14","100001210029","Mixed Fruit Cheesecake","SIDE","1","TAKE-AWAY"
"2022-12-10","18:55:55","100001210030","Blueberry Muffin","SIDE","12","TAKE-AWAY"
"2022-12-10","19:21:41","100001210031","Over-the-top Meltdown","MAIN","1","TAKE-AWAY"
"2022-12-10","19:44:30","100001210032","Banana Sandwich Special","MAIN","10","TAKE-AWAY"
"2022-12-10","19:51:02","100001210033","Strawberry Deluxe Surprise","MAIN","5","TAKE-AWAY"
"2022-12-10","19:51:02","100001210033","Blueberry Muffin","SIDE","5","TAKE-AWAY"
"2022-12-10","19:52:11","100001210034","Chocolate Cat And Mouse","MAIN","1","TAKE-AWAY"
"2022-12-10","19:53:41","100001210035","Over-the-top Meltdown","MAIN","1","DINE-IN"
"2022-12-10","19:53:41","100001210035","Chocolate Overload","MAIN","1","DINE-IN"
"2022-12-10","19:55:58","100001210036","Cream Cake","SIDE","4","TAKE-AWAY"
"2022-12-10","19:56:55","100001210037","Fruit Fritters","SIDE","10","TAKE-AWAY"
"2022-12-10","19:58:10","100001210038","Strawberry Deluxe Surprise","MAIN","1","DINE-IN"
"2022-12-10","19:58:10","100001210038","Hot Six","MAIN","1","DINE-IN"
"2022-12-10","19:58:10","100001210038","Blueberry Muffin","SIDE","5","DINE-IN"
"2022-12-10","19:58:10","100001210038","Cream Cake","SIDE","2","DINE-IN"
"2022-12-10","19:58:10","100001210038","Ice Lychee Tea","DRINK","10","DINE-IN"
"2022-12-10","19:58:10","100001210038","Ice Lemon Tea","DRINK","2","DINE-IN"
