"2022-12-10","10:49:10","200000778889","Blueberry Muffin","SIDE","4","TAKE-AWAY"
"2022-12-10","10:55:11","200000778890","Blueberry Muffin","SIDE","2","TAKE-AWAY"
"2022-12-10","11:20:06","200000778891","Chocolate Overload","MAIN","1","TAKE-AWAY"
"2022-12-10","11:22:13","200000778892","Chocolate Overload","MAIN","1","DINE-IN"
"2022-12-10","11:59:32","200000778893","Chocolate Cat And Mouse","MAIN","2","TAKE-AWAY"
"2022-12-10","12:07:02","200000778894","Mixed Fruit Cheesecake","SIDE","7","TAKE-AWAY"
"2022-12-10","12:09:54","200000778895","Mixed Fruit Cheesecake","SIDE","1","TAKE-AWAY"
"2022-12-10","12:20:06","200000778896","Passionfruit Excitement","MAIN","1","DINE-IN"
"2022-12-10","12:20:06","200000778896","Fruit Fritters","SIDE","2","DINE-IN"
"2022-12-10","12:20:06","200000778896","Hot Six","MAIN","1","DINE-IN"
"2022-12-10","12:22:44","200000778897","Ice Green Tea","DRINK","2","DINE-IN"
"2022-12-10","12:22:44","200000778897","Mango Slurpee","DRINK","1","DINE-IN"
"2022-12-10","12:22:44","200000778897","Sugar Rush Tower","MAIN","3","DINE-IN"
"2022-12-10","12:22:44","200000778897","Cream Cake","SIDE","2","DINE-IN"
"2022-12-10","12:22:44","200000778897","Blueberry Muffin","SIDE","1","DINE-IN"
"2022-12-10","12:58:11","200000778898","Strawberry Deluxe Surprise","MAIN","1","DINE-IN"
"2022-12-10","12:59:41","200000778899","Hot Six","MAIN","1","DINE-IN"
"2022-12-10","13:08:01","200000778900","Mango Slurpee","DRINK","5","TAKE-AWAY"
"2022-12-10","13:16:05","200000778901","Orange Juice","DRINK","6","TAKE-AWAY"
"2022-12-10","13:16:05","200000778901","Cream Cake","SIDE","6","TAKE-AWAY"
"2022-12-10","13:16:05","200000778901","Blueberry Muffin","SIDE","6","TAKE-AWAY"
"2022-12-10","13:16:05","200000778901","Sugar Rush Tower","MAIN","3","TAKE-AWAY"
"2022-12-10","13:16:05","200000778901","Strawberry Deluxe Surprise","MAIN","3","TAKE-AWAY"
"2022-12-10","14:58:19","200000778902","Ice Lychee Tea","DRINK","1","DINE-IN"
"2022-12-10","14:58:19","200000778902","Blueberry Muffin","SIDE","1","DINE-IN"
"2022-12-10","15:12:12","200000778903","Mixed Fruit Cheesecake","SIDE","2","TAKE-AWAY"
"2022-12-10","15:32:50","200000778904","Ice Lemon Tea","DRINK","2","TAKE-AWAY"
"2022-12-10","15:41:54","200000778905","Over-the-top Meltdown","MAIN","1","TAKE-AWAY"
"2022-12-10","15:55:55","200000778906","Strawberry Deluxe Surprise","MAIN","2","TAKE-AWAY"
"2022-12-10","15:59:31","200000778907","Hot Six","MAIN","1","TAKE-AWAY"
"2022-12-10","16:17:59","200000778908","Cream Cake","SIDE","6","TAKE-AWAY"
"2022-12-10","16:44:20","200000778909","Cream Cake","SIDE","5","DINE-IN"
"2022-12-10","16:44:20","200000778909","Chocolate Cat And Mouse","MAIN","1","DINE-IN"
"2022-12-10","16:44:20","200000778909","Passionfruit Excitement","MAIN","1","DINE-IN"
"2022-12-10","16:44:20","200000778909","Ice Green Tea","DRINK","3","DINE-IN"
"2022-12-10","16:44:20","200000778909","Orange Juice","DRINK","3","DINE-IN"
"2022-12-10","16:44:20","200000778909","Blueberry Muffin","SIDE","3","DINE-IN"
"2022-12-10","16:44:20","200000778909","Sugar Rush Tower","MAIN","1","DINE-IN"
"2022-12-10","16:44:20","200000778909","Fruit Fritters","SIDE","1","DINE-IN"
"2022-12-10","17:02:21","200000778910","Hot Six","MAIN","2","TAKE-AWAY"
"2022-12-10","17:02:21","200000778910","Mango Slurpee","DRINK","2","TAKE-AWAY"
"2022-12-10","17:02:21","200000778910","Blueberry Muffin","SIDE","8","TAKE-AWAY"
"2022-12-10","17:02:21","200000778910","Ice Green Tea","DRINK","2","TAKE-AWAY"
"2022-12-10","17:34:18","200000778911","Ice Lemon Tea","DRINK","1","DINE-IN"
"2022-12-10","18:45:45","200000778912","Fruit Fritters","SIDE","3","TAKE-AWAY"
"2022-12-10","19:05:43","200000778913","Strawberry Deluxe Surprise","MAIN","2","TAKE-AWAY"
"2022-12-10","19:11:15","200000778914","Mixed Fruit Cheesecake","SIDE","10","TAKE-AWAY"
"2022-12-10","19:17:44","200000778915","Cream Cake","SIDE","5","TAKE-AWAY"
"2022-12-10","19:17:44","200000778915","Hot Six","MAIN","5","TAKE-AWAY"
